Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
700-81-1757,Alex,Yangon,Normal,Female,Electronic accessories,26.28299451159691,4.899430516320327,6.408289525976958,143.19826029790542,1/18/2019,8:59:00 PM,Credit card,144.69754996761546,4.761904762,5.806832633299336,8.828864765223743
607-76-6216,Giza,Naypyitaw,Member,Female,Fashion accessories,91.17381276713807,5.167023421076733,22.018341044897497,506.84866384482274,3/2/2019,4:35:00 PM,Credit card,456.5938436583184,4.761904762,23.103220594447,8.780686729599207
466-61-5506,Cairo,Mandalay,Member,Female,Electronic accessories,92.81505755268066,5.856005627413881,27.515173430460752,565.2485999318046,2/26/2019,10:52:00 AM,Cash,554.4695732746103,4.761904762,27.45460849532368,5.258580911644917
182-52-7000,Alex,Yangon,Member,Female,Sports and travel,26.662580244947648,3.973089409487469,5.30477998306063,136.50775900866216,1/1/2019,8:26:00 PM,Ewallet,87.34539361249556,4.761904762,4.970676923516451,6.96359318958771
891-58-8335,Cairo,Mandalay,Member,Female,Sports and travel,31.455234219659186,6.901284887292199,11.064782407148979,201.3548806875483,3/11/2019,3:53:00 PM,Cash,196.0794408283714,4.761904762,9.722268284885663,6.69641083239183
560-49-6611,Alex,Yangon,Member,Female,Sports and travel,45.22422328550103,0.8439611870475354,3.098306613792317,29.305865416140378,2/7/2019,2:13:00 PM,Cash,39.02211844092696,4.761904762,1.642342782179354,9.661067568381789
896-34-0956,Alex,Yangon,Normal,Male,Fashion accessories,22.475779559689894,0.9895027900471217,0.1216372458705185,13.404075406353815,1/26/2019,12:43:00 PM,Cash,14.772772739529017,4.761904762,1.3330429599762745,5.7508067513663566
105-10-6182,Alex,Yangon,Member,Male,Fashion accessories,21.35262522907593,1.937074757115076,2.0684113287360764,42.51802557905709,2/27/2019,12:22:00 PM,Ewallet,52.69284873168693,4.761904762,1.8933689684039627,6.563899160181035
242-11-3142,Cairo,Mandalay,Member,Male,Fashion accessories,83.37991557731814,2.006257133172392,7.993032073109558,154.21669965380823,2/24/2019,7:57:00 PM,Cash,174.00972795800544,4.761904762,8.526542027334624,4.42048638610704
460-93-5834,Alex,Yangon,Normal,Male,Sports and travel,44.6298768600377,7.027593406874856,15.094254587796337,316.4433307007898,1/13/2019,10:03:00 AM,Cash,318.3954699214979,4.761904762,16.182300785910503,4.906229402229485
785-13-7708,Cairo,Mandalay,Normal,Male,Food and beverages,71.96201264227889,6.974111740073857,25.99776279505917,528.5589296832616,1/14/2019,7:06:00 PM,Credit card,521.0256427253507,4.761904762,25.23482126026696,4.316707850122412
639-76-1242,Giza,Naypyitaw,Normal,Male,Food and beverages,37.179934354598885,5.1101153795018925,10.281423515275081,210.1216427265753,2/3/2019,3:19:00 PM,Cash,202.30786131108889,4.761904762,10.035744306800515,4.392099727313369
258-69-7810,Giza,Naypyitaw,Normal,Female,Fashion accessories,34.84339808281455,5.125529665373067,9.21060195142651,206.2381573792491,1/26/2019,6:53:00 PM,Cash,211.4978891094941,4.761904762,8.740583978166294,9.293436050662269
176-78-1170,Giza,Naypyitaw,Member,Male,Health and beauty,33.90701143897624,3.0302317482054493,4.503227046419926,109.02947460179885,1/26/2019,3:11:00 PM,Ewallet,118.8452158342424,4.761904762,6.57331298311038,7.349728099391254
277-35-5865,Giza,Naypyitaw,Member,Female,Food and beverages,98.61452205335662,9.001413145107453,44.39510285883459,941.337411368708,3/9/2019,11:23:00 AM,Cash,892.1398237543557,4.761904762,44.08407530343776,6.688700878897449
659-65-8956,Cairo,Mandalay,Member,Female,Fashion accessories,51.75686684854396,1.2675138624459565,2.034528180786974,49.356225015363904,1/16/2019,3:26:00 PM,Ewallet,55.107860915699916,4.761904762,1.54795776503768,5.315755140645252
389-25-3394,Giza,Naypyitaw,Normal,Male,Electronic accessories,12.863978888108935,5.038280771213848,3.246632986317753,63.84346686578754,2/17/2019,6:06:00 PM,Cash,55.74060747820293,4.761904762,2.9067024388827853,9.436385885226402
649-11-3678,Giza,Naypyitaw,Normal,Female,Food and beverages,23.587557287050064,8.830598802581674,10.224628061174961,214.73764417249203,2/26/2019,8:26:00 PM,Cash,186.16160709007977,4.761904762,10.889048458638444,5.463939875762321
110-48-7033,Cairo,Mandalay,Member,Male,Fashion accessories,31.665976096225457,3.9307231058784335,7.350548703026224,146.7417042529564,1/29/2019,2:12:00 PM,Cash,140.8474081911175,4.761904762,6.9338670869049395,9.07422535166374
234-03-4040,Cairo,Mandalay,Member,Female,Food and beverages,75.48242151646829,10.078346579967445,36.19476425253914,780.8799657303233,3/3/2019,12:25:00 PM,Credit card,733.5756270351093,4.761904762,36.545404933169344,8.721525990682343
695-51-0018,Cairo,Mandalay,Normal,Female,Sports and travel,33.39243622801318,4.074483872855891,7.057604499372887,140.6604073569964,2/10/2019,6:36:00 PM,Cash,144.40546996140142,4.761904762,6.76409239713728,7.380402865242914
843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,33.896472740712596,9.046172559812483,16.057487639351933,314.1858569198359,1/5/2019,7:50:00 PM,Credit card,311.39253005446477,4.761904762,15.649380296602025,9.573332190560293
554-53-3790,Cairo,Mandalay,Normal,Male,Sports and travel,38.46631548468514,5.979375019594814,11.926689896373642,226.33205365843543,3/22/2019,6:33:00 PM,Cash,229.06225796110533,4.761904762,11.578444770930846,4.473785765110968
471-41-2823,Giza,Naypyitaw,Normal,Male,Food and beverages,100.83382193880826,2.1617878008866134,9.081576746873138,222.31932412284723,3/7/2019,8:37:00 PM,Ewallet,214.60134926780984,4.761904762,9.899198841735418,8.000551961616994
227-78-1148,Cairo,Mandalay,Member,Female,Fashion accessories,71.72790595836484,6.841599719196835,26.122129820029382,545.8219619001634,2/15/2019,12:44:00 PM,Cash,518.8737461474718,4.761904762,25.552634582260325,8.391016496079294
283-26-5248,Giza,Naypyitaw,Member,Female,Food and beverages,98.4560138116049,10.054155811291633,48.89005275535694,1021.6152140235073,1/30/2019,8:23:00 PM,Ewallet,990.192023851252,4.761904762,49.67458481815858,4.349940401790777
848-95-6252,Giza,Naypyitaw,Member,Female,Home and lifestyle,87.30429504426921,0.9391981103992942,3.9223815984577137,82.9169361440968,2/20/2019,1:24:00 PM,Ewallet,92.63531166197804,4.761904762,3.6648128589123266,7.144546838096464
318-68-5053,Cairo,Mandalay,Member,Female,Health and beauty,77.92243413917011,6.057642941292774,22.967277526284512,476.0325578475565,2/27/2019,5:55:00 PM,Cash,463.7593116237496,4.761904762,22.86600868869101,6.291858425546533
891-01-7034,Cairo,Mandalay,Normal,Female,Electronic accessories,75.56708143953514,5.9597781905254665,21.786288964793723,477.45121612113815,1/1/2019,7:07:00 PM,Cash,449.2337077598734,4.761904762,23.216080775887786,6.539527396154753
233-67-5758,Giza,Naypyitaw,Normal,Male,Health and beauty,40.07140652017202,1.017981902537728,1.5232502436065627,39.09454742067224,1/29/2019,1:46:00 PM,Ewallet,49.16634281935071,4.761904762,2.2446206625974923,6.290866296272778
474-33-8305,Giza,Naypyitaw,Member,Male,Fashion accessories,66.75671738989196,7.215055271362319,23.806440849070185,508.4699790770371,3/23/2019,1:23:00 PM,Ewallet,462.4335852671911,4.761904762,23.06724380821995,6.9324509570075294
826-58-8051,Cairo,Mandalay,Normal,Male,Home and lifestyle,65.24745015023873,3.918152519614722,11.953848699317845,262.42097861394444,1/6/2019,7:46:00 PM,Ewallet,242.0633837652733,4.761904762,12.363469127503768,4.212424963563679
529-56-3974,Cairo,Mandalay,Member,Female,Electronic accessories,25.792812003943222,3.8186711055823985,5.180803548982668,86.67219987212431,3/9/2019,5:03:00 PM,Cash,117.87375290514414,4.761904762,5.902247587860523,6.849785179416001
404-91-5964,Alex,Yangon,Normal,Male,Electronic accessories,75.93136367167668,6.809637950358623,26.621378089248054,557.1021329697998,2/4/2019,4:09:00 PM,Credit card,543.7888396276215,4.761904762,24.936242194710363,9.018545966498095
803-83-5989,Giza,Naypyitaw,Member,Female,Home and lifestyle,56.188801039629645,5.908127812727422,17.762286252607424,356.55371591760377,2/24/2019,10:55:00 AM,Ewallet,347.81762614900646,4.761904762,16.152489279147233,7.138957596296975
426-39-2418,Giza,Naypyitaw,Normal,Male,Electronic accessories,59.77636052585522,7.003304232707689,21.383382963688913,437.9462343455357,1/14/2019,10:02:00 AM,Cash,417.9386108862879,4.761904762,21.29723652637748,9.751624746605465
565-17-3836,Alex,Yangon,Member,Female,Health and beauty,47.40857744639831,4.00735373805809,9.365807614561506,195.7372584154172,3/12/2019,2:21:00 PM,Cash,190.13086593973674,4.761904762,9.608780976290285,9.033503378781068
800-09-8606,Alex,Yangon,Member,Female,Home and lifestyle,87.86840795756366,5.042482473940769,21.935040090099747,450.46074297236817,1/29/2019,7:45:00 PM,Cash,413.8523030824108,4.761904762,22.16120012017643,6.670441802212045
679-22-6530,Cairo,Mandalay,Normal,Female,Sports and travel,40.61912386806409,2.0743484006349777,3.41745921896438,88.47880505391998,1/17/2019,10:01:00 AM,Credit card,84.25242396176192,4.761904762,5.4154636005609,4.163315784660785
732-67-5346,Alex,Yangon,Normal,Male,Food and beverages,12.406812465779842,5.277388604910298,3.1776603036390467,72.5334169940912,1/11/2019,7:07:00 PM,Credit card,52.4624433464436,4.761904762,4.154303658972529,7.855388415435599
213-72-6612,Alex,Yangon,Normal,Male,Food and beverages,43.456624870279995,2.0232187263013395,5.685852190256238,97.35189970643277,3/20/2019,3:56:00 PM,Cash,75.36429886938109,4.761904762,5.366606612498796,6.063998838492419
373-73-7910,Alex,Yangon,Member,Female,Sports and travel,85.58107747314214,7.124612809971691,29.724483386672205,618.90430779752,2/8/2019,10:37:00 AM,Ewallet,610.0627518144322,4.761904762,29.97507102154227,5.271084714555243
630-74-5166,Alex,Yangon,Member,Female,Sports and travel,62.732036767298474,6.000856303048031,18.614743256368,408.2503431593216,3/22/2019,8:19:00 PM,Cash,397.57670467585234,4.761904762,18.73765484774804,7.3955564363031145
316-68-6352,Alex,Yangon,Member,Female,Food and beverages,37.2576030595826,2.013241734087049,3.8126791704692753,95.7089131389178,1/21/2019,10:00:00 AM,Cash,88.92951444140185,4.761904762,4.43324037981615,7.121755632620268
828-61-5674,Alex,Yangon,Member,Male,Sports and travel,43.90958369287087,10.055149131274286,21.142373616187097,456.4482197808274,3/20/2019,7:57:00 PM,Credit card,438.099795759977,4.761904762,22.095761909124207,9.585512379316144
867-47-1948,Giza,Naypyitaw,Normal,Female,Home and lifestyle,15.68733424297111,10.096678952187347,7.726101516275969,154.94963832950768,1/9/2019,12:07:00 PM,Cash,167.40427414659854,4.761904762,8.317795740457901,7.623864649748099
869-11-3082,Cairo,Mandalay,Member,Male,Health and beauty,96.42030435193733,3.984033828174686,18.66947524428915,407.7662831697785,1/27/2019,8:03:00 PM,Credit card,390.9452132681104,4.761904762,18.88262916771636,8.482546930709871
750-57-9686,Giza,Naypyitaw,Normal,Female,Home and lifestyle,42.61616249044964,4.151297759815652,9.38039595917595,187.28708186950013,1/8/2019,1:48:00 PM,Credit card,147.40237223368845,4.761904762,9.480596862064036,8.375854999723462
199-75-8169,Alex,Yangon,Member,Female,Sports and travel,15.709058024850401,10.189473240086588,7.363303767638658,146.12680243832176,3/6/2019,12:27:00 PM,Credit card,167.49484007188295,4.761904762,7.9706477685141985,8.674834470014499
828-61-5674,Alex,Yangon,Member,Male,Sports and travel,44.224940174977924,9.791785302990489,21.712969077652748,450.74990991279515,3/20/2019,7:57:00 PM,Credit card,442.4966710503186,4.761904762,21.84665834844537,9.581277834632168
307-04-2070,Alex,Yangon,Member,Female,Fashion accessories,31.20288344726221,0.8676394736319046,1.1450406212160318,20.53591199302692,2/5/2019,2:14:00 PM,Credit card,49.40014179525132,4.761904762,1.5217309803003105,4.151914493005951
307-85-2293,Cairo,Mandalay,Normal,Male,Home and lifestyle,49.759313511229855,5.061131411768525,13.664987186168375,237.68417546807257,3/7/2019,1:58:00 PM,Ewallet,278.99951124985193,4.761904762,12.897691483563932,9.898336165047198
286-01-5402,Alex,Yangon,Normal,Female,Sports and travel,39.085353124845774,6.859782901625387,13.793984333255304,291.06045532356234,3/30/2019,1:22:00 PM,Cash,257.5588393482358,4.761904762,15.001398370958016,9.494599033901954
345-68-9016,Giza,Naypyitaw,Member,Female,Sports and travel,32.85923871187702,8.035395764354694,13.595007673785402,241.59107056110668,1/2/2019,4:19:00 PM,Credit card,253.91667289980123,4.761904762,12.272148820651243,5.609166000873276
843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,35.519207605388495,9.05143064012807,15.96168662380591,345.5150102777152,1/5/2019,7:50:00 PM,Credit card,304.7370035950332,4.761904762,15.371819164160923,9.562856510386874
246-55-6923,Giza,Naypyitaw,Member,Female,Home and lifestyle,36.21804353968688,9.273624179245088,17.20458198660681,351.5947363881836,3/10/2019,3:06:00 PM,Credit card,325.8742157857668,4.761904762,16.09526835099722,4.99966276050876
283-26-5248,Giza,Naypyitaw,Member,Female,Food and beverages,99.08242973143052,10.011728279016184,49.7608752606035,1025.1814815170542,1/30/2019,8:23:00 PM,Ewallet,979.80969817655,4.761904762,50.05510600454825,4.501440551085163
556-86-3144,Giza,Naypyitaw,Member,Female,Fashion accessories,74.80098091526273,0.9008620292658283,4.616783967065736,89.15426372909405,1/13/2019,7:30:00 PM,Cash,66.91785681174139,4.761904762,2.7528295901489677,4.914124106339268
257-60-7754,Alex,Yangon,Normal,Female,Electronic accessories,50.00191628790846,3.9801033604698253,10.5650039218741,212.9085854127442,1/8/2019,5:12:00 PM,Cash,198.6973638194429,4.761904762,11.121219523823216,8.951050094455594
788-07-8452,Giza,Naypyitaw,Member,Female,Home and lifestyle,22.66129822219256,6.985854350705066,8.369403286028609,148.08546106534126,1/27/2019,5:38:00 PM,Ewallet,154.9299954489891,4.761904762,8.694686180749349,9.392501019826565
577-34-7579,Giza,Naypyitaw,Member,Male,Food and beverages,52.23249072814125,9.066595953760133,22.520698003540225,466.0958448836864,1/10/2019,5:16:00 PM,Cash,467.7711122400559,4.761904762,22.29855921735894,5.318323620879338
359-90-3665,Cairo,Mandalay,Member,Female,Fashion accessories,16.755334315364337,3.999458195396013,3.358549496792115,78.12498135690868,1/14/2019,6:03:00 PM,Credit card,51.242789055151086,4.761904762,4.008833490987367,9.578170172355437
770-42-8960,Cairo,Mandalay,Normal,Male,Food and beverages,22.952224628444753,7.887416322112791,8.703860976037618,159.5903188106798,1/1/2019,7:31:00 PM,Cash,177.26459839929353,4.761904762,8.467401407609522,6.267163914377221
373-14-0504,Alex,Yangon,Member,Female,Sports and travel,71.57787423161035,1.9402678731596636,6.8084920832356035,142.5588176895391,2/12/2019,2:33:00 PM,Ewallet,132.38900785836316,4.761904762,7.045862611712472,8.7561638341063
747-58-7183,Cairo,Mandalay,Normal,Male,Fashion accessories,57.36311028340388,3.2281475181182926,9.37381133001109,181.96084442196687,2/9/2019,8:31:00 PM,Ewallet,157.23944370754944,4.761904762,9.33276232927017,6.58916258423586
173-82-9529,Cairo,Mandalay,Normal,Female,Fashion accessories,39.70244270440941,9.766395887583954,18.62762127988058,400.266338731409,1/26/2019,2:51:00 PM,Cash,379.56680923078153,4.761904762,17.793010207906534,9.558384192506448
389-70-2397,Giza,Naypyitaw,Normal,Female,Health and beauty,81.65977734560762,4.5680560723230235,20.28746335154975,440.2481078885496,2/21/2019,10:26:00 AM,Cash,417.0764100906628,4.761904762,20.518388085691544,7.21570885496694
319-74-2561,Alex,Yangon,Member,Female,Electronic accessories,92.37375771168614,2.895958862491051,14.04988673446341,290.1398777918026,2/21/2019,4:55:00 PM,Cash,302.40822151081034,4.761904762,14.690687066618104,5.627401989534162
733-29-1227,Giza,Naypyitaw,Normal,Male,Home and lifestyle,55.64843797495763,6.998395206150656,18.458761923359134,432.30279527675714,3/23/2019,12:41:00 PM,Cash,356.04219193954475,4.761904762,18.99461912908508,8.499497776157748
659-65-8956,Cairo,Mandalay,Member,Female,Fashion accessories,50.83905077964763,1.0210101358569044,3.4291614132511654,35.300829211002366,1/16/2019,3:26:00 PM,Ewallet,49.527654596930994,4.761904762,3.0968978003306695,5.248336427905551
849-09-3807,Alex,Yangon,Member,Female,Fashion accessories,89.30906782910597,7.041439455240799,30.895496102220278,630.6909563896802,2/18/2019,1:28:00 PM,Cash,625.2498382419913,4.761904762,30.700951432613095,6.568207542666402
427-45-9297,Cairo,Mandalay,Member,Female,Home and lifestyle,41.4208098936919,7.030576785377073,13.594416738033319,292.80361086911034,3/12/2019,11:01:00 AM,Ewallet,279.9538479606335,4.761904762,14.997728162951407,5.196320221400007
442-44-6497,Giza,Naypyitaw,Member,Male,Home and lifestyle,57.34862745104526,3.184285650953148,8.533853157752748,188.90149457766475,1/8/2019,11:42:00 AM,Credit card,159.9280103581336,4.761904762,8.490718231626325,5.939124254461296
828-61-5674,Alex,Yangon,Member,Male,Sports and travel,43.5744456438515,9.91629049378875,22.0257650028246,474.56820948521414,3/20/2019,7:57:00 PM,Credit card,449.975890547155,4.761904762,21.182188234559188,9.690755896177468
488-25-4221,Giza,Naypyitaw,Member,Female,Food and beverages,29.901642251088532,0.8276792709862512,0.4294420849997065,29.06030610044448,2/22/2019,10:36:00 AM,Credit card,54.10884980400036,4.761904762,2.0580623815622756,8.409191868463724
756-49-0168,Alex,Yangon,Member,Male,Fashion accessories,19.190536287199407,1.020571971295067,0.7063076515037191,17.424546120413915,2/8/2019,11:39:00 AM,Ewallet,9.105849670924576,4.761904762,0.23575421303223165,9.575888655822146
886-77-9084,Giza,Naypyitaw,Normal,Male,Electronic accessories,72.85475916862238,8.050620051467524,30.138949357578127,615.2568060967843,2/19/2019,11:33:00 AM,Ewallet,564.6194245287713,4.761904762,29.231858793207795,5.608756205892176
279-62-1445,Giza,Naypyitaw,Member,Female,Fashion accessories,13.025334286161586,1.125201619337197,0.9332542076990276,25.402993399538968,2/21/2019,12:38:00 PM,Cash,5.476854700483042,4.761904762,1.1330665921164371,8.348397493732659
296-11-7041,Cairo,Mandalay,Member,Female,Health and beauty,27.98394490026625,1.0578257028978961,1.4324486507377383,11.376727288478353,1/12/2019,8:07:00 PM,Credit card,17.151426574405225,4.761904762,1.0459498448148155,5.324907003524087
183-21-3799,Giza,Naypyitaw,Normal,Female,Electronic accessories,77.87315719040892,8.86855126523041,34.75120121196155,723.1301950855429,2/19/2019,3:14:00 PM,Ewallet,697.4388230220569,4.761904762,35.396083965022605,7.138731394651437
201-63-8275,Giza,Naypyitaw,Member,Female,Sports and travel,67.57255751216648,6.900042537387301,23.253975378656023,495.3816895755449,2/17/2019,4:50:00 PM,Ewallet,476.7642156309941,4.761904762,23.513327248884607,5.497268686285292
388-76-2555,Cairo,Mandalay,Normal,Male,Sports and travel,14.795835057440597,5.906497524307628,4.358250721915103,101.20279200285633,2/13/2019,1:59:00 PM,Cash,92.59206941502352,4.761904762,3.549871484435306,6.25811558394348
256-08-8343,Alex,Yangon,Normal,Female,Home and lifestyle,55.29585264813546,3.72600755513588,10.900554709108615,248.33564716961976,3/4/2019,7:48:00 PM,Ewallet,217.4241302329339,4.761904762,10.953592085109753,5.531743258049748
478-06-7835,Alex,Yangon,Normal,Male,Fashion accessories,90.30378614419978,1.0400577211966233,4.380356965048083,96.96396349383268,1/11/2019,11:20:00 AM,Ewallet,80.62275827244301,4.761904762,4.502108603869701,4.947003304812115
325-77-6186,Alex,Yangon,Member,Female,Home and lifestyle,90.5786267851121,10.031874740950405,44.48247906243446,956.6718817656886,3/8/2019,10:53:00 AM,Ewallet,899.07985792358,4.761904762,44.836450618267136,7.270847714167678
593-14-4239,Cairo,Mandalay,Normal,Female,Home and lifestyle,96.48430096881106,7.676646158038644,38.915906998922644,786.9433219577974,3/5/2019,7:40:00 PM,Ewallet,753.5486652026811,4.761904762,38.20489175034031,4.721179243320132
843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,35.06784841563575,8.918018620706729,16.02117889904655,338.4164913190218,1/5/2019,7:50:00 PM,Credit card,313.479244697985,4.761904762,15.632138747267167,9.362575499393403
866-70-2814,Cairo,Mandalay,Normal,Female,Electronic accessories,53.27256571175385,9.917913893919888,27.02731414953344,554.2274607629125,2/25/2019,11:58:00 AM,Ewallet,519.0288794875736,4.761904762,27.031039508604614,9.989899694038115
340-21-9136,Alex,Yangon,Member,Female,Sports and travel,40.40506069643836,4.013476514392176,8.43382526360863,148.7079167651419,1/25/2019,11:40:00 AM,Cash,151.15615299513183,4.761904762,7.883567075392079,9.62082189382278
538-22-0304,Giza,Naypyitaw,Normal,Male,Electronic accessories,63.5175135819245,10.121774708427724,32.487125639948765,681.8602827970392,3/24/2019,6:27:00 PM,Cash,642.8726677839188,4.761904762,33.02187461422268,5.34509955171357
125-45-2293,Alex,Yangon,Normal,Female,Fashion accessories,100.11338483319533,6.143828676267091,29.44918026659736,645.7727432566464,1/19/2019,1:11:00 PM,Cash,604.9292892213201,4.761904762,29.921609498117036,4.199936405215083
152-08-9985,Cairo,Mandalay,Member,Female,Health and beauty,64.86611502490521,9.24747473420327,28.767848182431536,601.4449042990171,3/12/2019,12:09:00 PM,Credit card,570.884193569649,4.761904762,29.319957788369127,8.41727840600307
400-89-4171,Giza,Naypyitaw,Normal,Female,Sports and travel,80.59888053555387,7.666161577704792,31.58829868457327,671.0188117878042,1/28/2019,1:05:00 PM,Cash,643.044776461819,4.761904762,32.45483361175025,9.294102922589726
575-67-1508,Alex,Yangon,Normal,Male,Electronic accessories,38.219335050692465,1.0698419322946324,1.71215419507739,47.54955761708156,1/29/2019,11:26:00 AM,Ewallet,14.192430988969871,4.761904762,1.9196219375319814,6.7904396835376675
880-46-5796,Alex,Yangon,Member,Male,Sports and travel,77.82999549660295,10.133477106054883,38.78217825341632,806.9800044980069,3/17/2019,7:53:00 PM,Ewallet,756.6216364885067,4.761904762,39.16621459686277,5.571569320706854
314-23-4520,Giza,Naypyitaw,Member,Male,Health and beauty,81.85858914143147,6.881103236981871,27.638150536184728,605.8090923915124,1/15/2019,8:44:00 PM,Cash,560.4052531697077,4.761904762,28.69449483770007,8.96814983221685
132-23-6451,Alex,Yangon,Member,Male,Health and beauty,19.947378287584772,5.061746315873496,4.917332184626742,109.82838622822642,1/4/2019,1:21:00 PM,Cash,85.54462563462064,4.761904762,4.974271200654676,7.755444818763508
714-02-3114,Giza,Naypyitaw,Normal,Female,Sports and travel,98.94952168035192,2.11428602403211,9.11419378111541,199.71600446749744,2/21/2019,11:39:00 AM,Cash,191.4758065433689,4.761904762,9.73456618264011,7.7025851035339095
810-60-6344,Giza,Naypyitaw,Normal,Female,Electronic accessories,41.95860277458863,8.095299278055528,15.455156886497734,346.1427324659148,2/7/2019,2:38:00 PM,Credit card,332.4655959871623,4.761904762,17.450403627175803,6.5623221351275385
864-24-7918,Alex,Yangon,Member,Female,Sports and travel,25.01116281750865,9.985048522424702,12.421688308047369,236.20411253487063,2/22/2019,3:15:00 PM,Cash,237.35461096799966,4.761904762,12.307157974166069,8.13047753676485
829-34-3910,Alex,Yangon,Member,Female,Health and beauty,71.43600451529487,10.035650897462293,35.79020596373315,751.2364422510286,3/29/2019,7:21:00 PM,Cash,700.5722912705834,4.761904762,35.78529788279476,5.679423505223985
319-50-3348,Cairo,Mandalay,Member,Female,Home and lifestyle,42.259775732595244,1.9981864199340917,4.715605353791247,72.74892630455221,3/11/2019,3:30:00 PM,Ewallet,53.97106545204561,4.761904762,3.6086508764739436,4.436158944089292
808-65-0703,Giza,Naypyitaw,Normal,Male,Home and lifestyle,38.78539030320054,3.978942893173176,6.0947864688329485,168.6387897345251,3/14/2019,5:22:00 PM,Credit card,135.9370974582679,4.761904762,7.096715106742249,6.830820706150006
545-07-8534,Giza,Naypyitaw,Normal,Female,Health and beauty,58.761676430074246,2.1124636591617265,5.734576137257354,107.28304570506464,2/14/2019,12:42:00 PM,Ewallet,96.29054606924593,4.761904762,6.808364037301109,6.006270241299445
136-08-6195,Alex,Yangon,Normal,Female,Home and lifestyle,72.70474280176764,8.120233126974913,28.321355128924584,571.688188487485,2/15/2019,5:01:00 PM,Credit card,554.182540588741,4.761904762,27.85746543336157,6.553322281901257
759-29-9521,Alex,Yangon,Member,Female,Fashion accessories,48.32363566618916,9.21453065771462,22.32654782440036,468.36707491658825,3/4/2019,11:27:00 AM,Cash,453.19676363269866,4.761904762,22.489279851264893,7.980962725734164
142-63-6033,Cairo,Mandalay,Normal,Male,Home and lifestyle,92.3829435351439,5.030368580399692,22.28835750438803,491.03866917790396,3/20/2019,7:17:00 PM,Ewallet,463.6502658611367,4.761904762,23.091159377486363,4.815662909746279
559-61-5987,Cairo,Mandalay,Normal,Female,Health and beauty,18.541758152435587,0.886066205911324,0.21059637450412516,7.778914541104784,1/14/2019,10:38:00 AM,Cash,6.7851707524255875,4.761904762,0.7585379926933155,8.60930501731268
824-88-3614,Giza,Naypyitaw,Normal,Male,Health and beauty,33.09678621370554,8.049162495576569,14.462358556536202,304.63290866513773,1/25/2019,3:00:00 PM,Ewallet,272.15725820897114,4.761904762,13.86036637682576,5.704125682629183
775-72-1988,Cairo,Mandalay,Normal,Male,Home and lifestyle,73.81798387542754,4.81765328135206,18.406129547893165,367.1533516402497,1/24/2019,3:05:00 PM,Ewallet,389.36037875310524,4.761904762,18.159493540831203,8.351348683471258
485-30-8700,Alex,Yangon,Normal,Female,Sports and travel,33.63731235937336,5.063737002485736,8.049901142428885,196.44010006375527,3/18/2019,4:10:00 PM,Credit card,156.79750178642448,4.761904762,7.757336441763872,4.133543487162827
440-59-5691,Giza,Naypyitaw,Member,Female,Health and beauty,37.09192133637499,7.266874563544387,12.660230150494433,254.87190979770108,2/8/2019,1:12:00 PM,Credit card,267.5234659341063,4.761904762,13.442514644409787,7.6677863014021765
426-39-2418,Giza,Naypyitaw,Normal,Male,Electronic accessories,63.86783853877911,7.0045717479939915,20.98850498434462,470.1839779840416,1/14/2019,10:02:00 AM,Cash,429.16388431932774,4.761904762,22.472475879702934,9.920802461597647
706-36-6154,Alex,Yangon,Member,Male,Home and lifestyle,20.512212720361408,9.027011908141041,8.884584306520123,186.4497843509575,1/18/2019,6:43:00 PM,Ewallet,178.6783706060774,4.761904762,9.32806751052012,8.794392330122058
704-10-4056,Giza,Naypyitaw,Member,Male,Health and beauty,61.77301842964782,2.9105331307033966,7.825578957780413,176.97577717438804,1/14/2019,10:55:00 AM,Credit card,205.31629620018057,4.761904762,9.009661774713726,5.601526855897288
787-87-2010,Alex,Yangon,Member,Male,Health and beauty,54.31173968154121,4.140029901933658,11.067988650721743,229.97186621585274,1/20/2019,3:48:00 PM,Credit card,216.18309236344237,4.761904762,11.496857279129317,6.701539367949972
870-54-3162,Alex,Yangon,Member,Female,Sports and travel,32.981394359601325,4.926344980146107,7.036090176217449,172.47563697556942,1/27/2019,1:26:00 PM,Cash,171.47220596461253,4.761904762,7.870569782463845,9.04079586325254
777-67-2495,Cairo,Mandalay,Normal,Male,Home and lifestyle,68.38218426136628,2.7233748410898553,9.531074402034834,232.1256783013736,2/22/2019,11:26:00 AM,Ewallet,221.21031009685825,4.761904762,10.158738460845507,8.745436726532212
595-86-2894,Giza,Naypyitaw,Member,Male,Fashion accessories,95.95381410214975,4.207534502950361,19.495164439481428,423.3564513684957,2/6/2019,5:20:00 PM,Ewallet,401.52644639349415,4.761904762,19.46069355961161,9.300339784444635
380-60-5336,Alex,Yangon,Normal,Female,Electronic accessories,39.38814496767222,10.1238571235172,19.67825827168457,423.131997737891,2/24/2019,6:06:00 PM,Credit card,393.73791729767925,4.761904762,20.583322106988852,5.054620924494889
